periodo,tipo,subtipo,barrio,total,comuna
08/2020,Homicidio,Doloso,Belgrano,1,13
08/2020,Homicidio,Doloso,Boca,1,4
08/2020,Homicidio,Doloso,Caballito,1,6
08/2020,Homicidio,Doloso,Chacarita,3,15
08/2020,Homicidio,Doloso,Constitución,1,1
08/2020,Homicidio,Doloso,Flores,2,7
08/2020,Homicidio,Doloso,Nueva Pompeya,1,4
08/2020,Homicidio,Doloso,Recoleta,1,2
08/2020,Homicidio,Doloso,San Cristóbal,1,3
08/2020,Homicidio,Doloso,Villa Santa Rita,1,11
08/2020,Homicidio,Femicidio Intrafamiliar,Villa Urquiza,1,12
08/2020,Homicidio,Siniestro Vial,Balvanera,1,3
08/2020,Homicidio,Siniestro Vial,Palermo,2,14
08/2020,Homicidio,Siniestro Vial,Parque Chacabuco,1,7
08/2020,Homicidio,Siniestro Vial,Villa Soldati,1,8
08/2020,Hurto (sin violencia),,,2,NA
08/2020,Hurto (sin violencia),,Agronomía,5,15
08/2020,Hurto (sin violencia),,Almagro,73,5
08/2020,Hurto (sin violencia),,Balvanera,112,3
08/2020,Hurto (sin violencia),,Barracas,36,4
08/2020,Hurto (sin violencia),,Belgrano,57,13
08/2020,Hurto (sin violencia),,Boca,16,4
08/2020,Hurto (sin violencia),,Boedo,33,5
08/2020,Hurto (sin violencia),,Caballito,74,6
08/2020,Hurto (sin violencia),,Chacarita,20,15
08/2020,Hurto (sin violencia),,Coghlan,3,12
08/2020,Hurto (sin violencia),,Colegiales,25,13
08/2020,Hurto (sin violencia),,Constitución,33,1
08/2020,Hurto (sin violencia),,Flores,77,7
08/2020,Hurto (sin violencia),,Floresta,31,10
08/2020,Hurto (sin violencia),,Liniers,29,9
08/2020,Hurto (sin violencia),,Mataderos,23,9
08/2020,Hurto (sin violencia),,Monserrat,12,1
08/2020,Hurto (sin violencia),,Monte Castro,17,10
08/2020,Hurto (sin violencia),,Nueva Pompeya,33,4
08/2020,Hurto (sin violencia),,Nuñez,25,13
08/2020,Hurto (sin violencia),,Palermo,122,14
08/2020,Hurto (sin violencia),,Parque Avellaneda,25,9
08/2020,Hurto (sin violencia),,Parque Chacabuco,23,7
08/2020,Hurto (sin violencia),,Parque Chas,10,15
08/2020,Hurto (sin violencia),,Parque Patricios,28,4
08/2020,Hurto (sin violencia),,Paternal,13,15
08/2020,Hurto (sin violencia),,Puerto Madero,2,1
08/2020,Hurto (sin violencia),,Recoleta,71,2
08/2020,Hurto (sin violencia),,Retiro,23,1
08/2020,Hurto (sin violencia),,Saavedra,22,12
08/2020,Hurto (sin violencia),,San Cristóbal,35,3
08/2020,Hurto (sin violencia),,San Nicolás,24,1
08/2020,Hurto (sin violencia),,San Telmo,19,1
08/2020,Hurto (sin violencia),,Vélez Sársfield,13,10
08/2020,Hurto (sin violencia),,Versalles,9,10
08/2020,Hurto (sin violencia),,Villa Crespo,58,15
08/2020,Hurto (sin violencia),,Villa Del Parque,27,11
08/2020,Hurto (sin violencia),,Villa Devoto,36,11
08/2020,Hurto (sin violencia),,Villa Gral. Mitre,16,11
08/2020,Hurto (sin violencia),,Villa Lugano,51,8
08/2020,Hurto (sin violencia),,Villa Luro,22,10
08/2020,Hurto (sin violencia),,Villa Ortuzar,13,15
08/2020,Hurto (sin violencia),,Villa Pueyrredón,22,12
08/2020,Hurto (sin violencia),,Villa Real,10,10
08/2020,Hurto (sin violencia),,Villa Riachuelo,9,8
08/2020,Hurto (sin violencia),,Villa Santa Rita,14,11
08/2020,Hurto (sin violencia),,Villa Soldati,24,8
08/2020,Hurto (sin violencia),,Villa Urquiza,47,12
08/2020,Hurto (sin violencia),Hurto Automotor,Almagro,15,5
08/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,8,3
08/2020,Hurto (sin violencia),Hurto Automotor,Barracas,1,4
08/2020,Hurto (sin violencia),Hurto Automotor,Boedo,9,5
08/2020,Hurto (sin violencia),Hurto Automotor,Caballito,14,6
08/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2,15
08/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,1,12
08/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,2,13
08/2020,Hurto (sin violencia),Hurto Automotor,Constitución,3,1
08/2020,Hurto (sin violencia),Hurto Automotor,Flores,8,7
08/2020,Hurto (sin violencia),Hurto Automotor,Floresta,4,10
08/2020,Hurto (sin violencia),Hurto Automotor,Liniers,7,9
08/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,7,9
08/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2,1
08/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2,10
08/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,6,4
08/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,2,13
08/2020,Hurto (sin violencia),Hurto Automotor,Palermo,10,14
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,1,9
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,3,7
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,3,15
08/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4,4
08/2020,Hurto (sin violencia),Hurto Automotor,Paternal,1,15
08/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,5,2
08/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2,12
08/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,1,3
08/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,1,1
08/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,2,10
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,6,15
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,3,11
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,4,11
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,4,11
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,10,8
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,2,10
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,1,15
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,2,12
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1,10
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,2,8
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,4,11
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,3,8
08/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,2,12
08/2020,Lesiones,Siniestro Vial,,28,NA
08/2020,Lesiones,Siniestro Vial,Agronomía,2,15
08/2020,Lesiones,Siniestro Vial,Almagro,16,5
08/2020,Lesiones,Siniestro Vial,Balvanera,23,3
08/2020,Lesiones,Siniestro Vial,Barracas,11,4
08/2020,Lesiones,Siniestro Vial,Belgrano,14,13
08/2020,Lesiones,Siniestro Vial,Boca,14,4
08/2020,Lesiones,Siniestro Vial,Boedo,18,5
08/2020,Lesiones,Siniestro Vial,Caballito,29,6
08/2020,Lesiones,Siniestro Vial,Chacarita,5,15
08/2020,Lesiones,Siniestro Vial,Coghlan,1,12
08/2020,Lesiones,Siniestro Vial,Colegiales,2,13
08/2020,Lesiones,Siniestro Vial,Constitución,8,1
08/2020,Lesiones,Siniestro Vial,Flores,24,7
08/2020,Lesiones,Siniestro Vial,Floresta,7,10
08/2020,Lesiones,Siniestro Vial,Liniers,8,9
08/2020,Lesiones,Siniestro Vial,Mataderos,17,9
08/2020,Lesiones,Siniestro Vial,Monserrat,12,1
08/2020,Lesiones,Siniestro Vial,Monte Castro,4,10
08/2020,Lesiones,Siniestro Vial,Nueva Pompeya,16,4
08/2020,Lesiones,Siniestro Vial,Nuñez,5,13
08/2020,Lesiones,Siniestro Vial,Palermo,34,14
08/2020,Lesiones,Siniestro Vial,Parque Avellaneda,9,9
08/2020,Lesiones,Siniestro Vial,Parque Chacabuco,17,7
08/2020,Lesiones,Siniestro Vial,Parque Chas,4,15
08/2020,Lesiones,Siniestro Vial,Parque Patricios,7,4
08/2020,Lesiones,Siniestro Vial,Paternal,2,15
08/2020,Lesiones,Siniestro Vial,Puerto Madero,1,1
08/2020,Lesiones,Siniestro Vial,Recoleta,11,2
08/2020,Lesiones,Siniestro Vial,Retiro,7,1
08/2020,Lesiones,Siniestro Vial,Saavedra,8,12
08/2020,Lesiones,Siniestro Vial,San Cristóbal,7,3
08/2020,Lesiones,Siniestro Vial,San Nicolás,12,1
08/2020,Lesiones,Siniestro Vial,San Telmo,2,1
08/2020,Lesiones,Siniestro Vial,Versalles,4,10
08/2020,Lesiones,Siniestro Vial,Villa Crespo,11,15
08/2020,Lesiones,Siniestro Vial,Villa Del Parque,7,11
08/2020,Lesiones,Siniestro Vial,Villa Devoto,7,11
08/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,7,11
08/2020,Lesiones,Siniestro Vial,Villa Lugano,10,8
08/2020,Lesiones,Siniestro Vial,Villa Luro,5,10
08/2020,Lesiones,Siniestro Vial,Villa Ortuzar,5,15
08/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,8,12
08/2020,Lesiones,Siniestro Vial,Villa Real,5,10
08/2020,Lesiones,Siniestro Vial,Villa Riachuelo,4,8
08/2020,Lesiones,Siniestro Vial,Villa Santa Rita,7,11
08/2020,Lesiones,Siniestro Vial,Villa Soldati,5,8
08/2020,Lesiones,Siniestro Vial,Villa Urquiza,2,12
08/2020,Robo (con violencia),,,3,NA
08/2020,Robo (con violencia),,Agronomía,5,15
08/2020,Robo (con violencia),,Almagro,119,5
08/2020,Robo (con violencia),,Balvanera,123,3
08/2020,Robo (con violencia),,Barracas,73,4
08/2020,Robo (con violencia),,Belgrano,78,13
08/2020,Robo (con violencia),,Boca,34,4
08/2020,Robo (con violencia),,Boedo,26,5
08/2020,Robo (con violencia),,Caballito,107,6
08/2020,Robo (con violencia),,Chacarita,30,15
08/2020,Robo (con violencia),,Coghlan,7,12
08/2020,Robo (con violencia),,Colegiales,38,13
08/2020,Robo (con violencia),,Constitución,65,1
08/2020,Robo (con violencia),,Flores,105,7
08/2020,Robo (con violencia),,Floresta,27,10
08/2020,Robo (con violencia),,Liniers,37,9
08/2020,Robo (con violencia),,Mataderos,46,9
08/2020,Robo (con violencia),,Monserrat,27,1
08/2020,Robo (con violencia),,Monte Castro,10,10
08/2020,Robo (con violencia),,Nueva Pompeya,52,4
08/2020,Robo (con violencia),,Nuñez,27,13
08/2020,Robo (con violencia),,Palermo,165,14
08/2020,Robo (con violencia),,Parque Avellaneda,44,9
08/2020,Robo (con violencia),,Parque Chacabuco,48,7
08/2020,Robo (con violencia),,Parque Chas,5,15
08/2020,Robo (con violencia),,Parque Patricios,33,4
08/2020,Robo (con violencia),,Paternal,17,15
08/2020,Robo (con violencia),,Puerto Madero,5,1
08/2020,Robo (con violencia),,Recoleta,113,2
08/2020,Robo (con violencia),,Retiro,72,1
08/2020,Robo (con violencia),,Saavedra,32,12
08/2020,Robo (con violencia),,San Cristóbal,39,3
08/2020,Robo (con violencia),,San Nicolás,53,1
08/2020,Robo (con violencia),,San Telmo,22,1
08/2020,Robo (con violencia),,Vélez Sársfield,20,10
08/2020,Robo (con violencia),,Versalles,7,10
08/2020,Robo (con violencia),,Villa Crespo,64,15
08/2020,Robo (con violencia),,Villa Del Parque,27,11
08/2020,Robo (con violencia),,Villa Devoto,19,11
08/2020,Robo (con violencia),,Villa Gral. Mitre,20,11
08/2020,Robo (con violencia),,Villa Lugano,84,8
08/2020,Robo (con violencia),,Villa Luro,19,10
08/2020,Robo (con violencia),,Villa Ortuzar,5,15
08/2020,Robo (con violencia),,Villa Pueyrredón,11,12
08/2020,Robo (con violencia),,Villa Real,4,10
08/2020,Robo (con violencia),,Villa Riachuelo,9,8
08/2020,Robo (con violencia),,Villa Santa Rita,12,11
08/2020,Robo (con violencia),,Villa Soldati,51,8
08/2020,Robo (con violencia),,Villa Urquiza,31,12
08/2020,Robo (con violencia),Con uso de moto,,2,NA
08/2020,Robo (con violencia),Con uso de moto,Almagro,7,5
08/2020,Robo (con violencia),Con uso de moto,Balvanera,21,3
08/2020,Robo (con violencia),Con uso de moto,Barracas,16,4
08/2020,Robo (con violencia),Con uso de moto,Belgrano,14,13
08/2020,Robo (con violencia),Con uso de moto,Boca,8,4
08/2020,Robo (con violencia),Con uso de moto,Boedo,11,5
08/2020,Robo (con violencia),Con uso de moto,Caballito,25,6
08/2020,Robo (con violencia),Con uso de moto,Chacarita,1,15
08/2020,Robo (con violencia),Con uso de moto,Coghlan,1,12
08/2020,Robo (con violencia),Con uso de moto,Colegiales,7,13
08/2020,Robo (con violencia),Con uso de moto,Constitución,3,1
08/2020,Robo (con violencia),Con uso de moto,Flores,22,7
08/2020,Robo (con violencia),Con uso de moto,Floresta,8,10
08/2020,Robo (con violencia),Con uso de moto,Liniers,6,9
08/2020,Robo (con violencia),Con uso de moto,Mataderos,4,9
08/2020,Robo (con violencia),Con uso de moto,Monserrat,12,1
08/2020,Robo (con violencia),Con uso de moto,Monte Castro,4,10
08/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,4,4
08/2020,Robo (con violencia),Con uso de moto,Nuñez,5,13
08/2020,Robo (con violencia),Con uso de moto,Palermo,28,14
08/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,5,9
08/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,12,7
08/2020,Robo (con violencia),Con uso de moto,Parque Chas,1,15
08/2020,Robo (con violencia),Con uso de moto,Parque Patricios,6,4
08/2020,Robo (con violencia),Con uso de moto,Recoleta,5,2
08/2020,Robo (con violencia),Con uso de moto,Retiro,7,1
08/2020,Robo (con violencia),Con uso de moto,Saavedra,3,12
08/2020,Robo (con violencia),Con uso de moto,San Cristóbal,6,3
08/2020,Robo (con violencia),Con uso de moto,San Nicolás,2,1
08/2020,Robo (con violencia),Con uso de moto,San Telmo,3,1
08/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,2,10
08/2020,Robo (con violencia),Con uso de moto,Versalles,1,10
08/2020,Robo (con violencia),Con uso de moto,Villa Crespo,3,15
08/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,3,11
08/2020,Robo (con violencia),Con uso de moto,Villa Devoto,4,11
08/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,4,11
08/2020,Robo (con violencia),Con uso de moto,Villa Lugano,9,8
08/2020,Robo (con violencia),Con uso de moto,Villa Luro,1,10
08/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,5,15
08/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,5,12
08/2020,Robo (con violencia),Con uso de moto,Villa Real,1,10
08/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,3,11
08/2020,Robo (con violencia),Con uso de moto,Villa Soldati,4,8
08/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,11,12
08/2020,Robo (con violencia),Robo Automotor,Almagro,1,5
08/2020,Robo (con violencia),Robo Automotor,Balvanera,1,3
08/2020,Robo (con violencia),Robo Automotor,Barracas,5,4
08/2020,Robo (con violencia),Robo Automotor,Boca,6,4
08/2020,Robo (con violencia),Robo Automotor,Boedo,2,5
08/2020,Robo (con violencia),Robo Automotor,Caballito,4,6
08/2020,Robo (con violencia),Robo Automotor,Chacarita,1,15
08/2020,Robo (con violencia),Robo Automotor,Flores,4,7
08/2020,Robo (con violencia),Robo Automotor,Floresta,1,10
08/2020,Robo (con violencia),Robo Automotor,Mataderos,2,9
08/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,10,4
08/2020,Robo (con violencia),Robo Automotor,Nuñez,1,13
08/2020,Robo (con violencia),Robo Automotor,Palermo,2,14
08/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,1,9
08/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,5,7
08/2020,Robo (con violencia),Robo Automotor,Parque Patricios,2,4
08/2020,Robo (con violencia),Robo Automotor,Recoleta,1,2
08/2020,Robo (con violencia),Robo Automotor,Saavedra,2,12
08/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1,3
08/2020,Robo (con violencia),Robo Automotor,San Telmo,2,1
08/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,2,10
08/2020,Robo (con violencia),Robo Automotor,Villa Crespo,2,15
08/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1,11
08/2020,Robo (con violencia),Robo Automotor,Villa Lugano,3,8
08/2020,Robo (con violencia),Robo Automotor,Villa Luro,3,10
08/2020,Robo (con violencia),Robo Automotor,Villa Ortuzar,1,15
08/2020,Robo (con violencia),Robo Automotor,Villa Soldati,9,8
08/2020,Robo (con violencia),Robo Automotor,Villa Urquiza,1,12
09/2020,Homicidio,Doloso,Balvanera,1,3
09/2020,Homicidio,Doloso,Barracas,1,4
09/2020,Homicidio,Doloso,Belgrano,1,13
09/2020,Homicidio,Doloso,Boca,1,4
09/2020,Homicidio,Doloso,Chacarita,1,15
09/2020,Homicidio,Doloso,Constitución,1,1
09/2020,Homicidio,Doloso,Mataderos,1,9
09/2020,Homicidio,Doloso,Palermo,1,14
09/2020,Homicidio,Doloso,San Nicolás,1,1
09/2020,Homicidio,Doloso,Villa Pueyrredón,1,12
09/2020,Homicidio,Siniestro Vial,Mataderos,1,9
09/2020,Homicidio,Siniestro Vial,Parque Chacabuco,1,7
09/2020,Homicidio,Siniestro Vial,Retiro,2,1
09/2020,Homicidio,Siniestro Vial,Villa Lugano,1,8
09/2020,Homicidio,Travesticidio/Transfemicidio,Barracas,1,4
09/2020,Hurto (sin violencia),,Agronomía,3,15
09/2020,Hurto (sin violencia),,Almagro,70,5
09/2020,Hurto (sin violencia),,Balvanera,108,3
09/2020,Hurto (sin violencia),,Barracas,60,4
09/2020,Hurto (sin violencia),,Belgrano,60,13
09/2020,Hurto (sin violencia),,Boca,14,4
09/2020,Hurto (sin violencia),,Boedo,34,5
09/2020,Hurto (sin violencia),,Caballito,89,6
09/2020,Hurto (sin violencia),,Chacarita,33,15
09/2020,Hurto (sin violencia),,Coghlan,6,12
09/2020,Hurto (sin violencia),,Colegiales,25,13
09/2020,Hurto (sin violencia),,Constitución,32,1
09/2020,Hurto (sin violencia),,Flores,85,7
09/2020,Hurto (sin violencia),,Floresta,39,10
09/2020,Hurto (sin violencia),,Liniers,30,9
09/2020,Hurto (sin violencia),,Mataderos,50,9
09/2020,Hurto (sin violencia),,Monserrat,34,1
09/2020,Hurto (sin violencia),,Monte Castro,11,10
09/2020,Hurto (sin violencia),,Nueva Pompeya,29,4
09/2020,Hurto (sin violencia),,Nuñez,25,13
09/2020,Hurto (sin violencia),,Palermo,152,14
09/2020,Hurto (sin violencia),,Parque Avellaneda,23,9
09/2020,Hurto (sin violencia),,Parque Chacabuco,26,7
09/2020,Hurto (sin violencia),,Parque Chas,6,15
09/2020,Hurto (sin violencia),,Parque Patricios,31,4
09/2020,Hurto (sin violencia),,Paternal,11,15
09/2020,Hurto (sin violencia),,Puerto Madero,2,1
09/2020,Hurto (sin violencia),,Recoleta,82,2
09/2020,Hurto (sin violencia),,Retiro,23,1
09/2020,Hurto (sin violencia),,Saavedra,38,12
09/2020,Hurto (sin violencia),,San Cristóbal,38,3
09/2020,Hurto (sin violencia),,San Nicolás,47,1
09/2020,Hurto (sin violencia),,San Telmo,14,1
09/2020,Hurto (sin violencia),,Vélez Sársfield,12,10
09/2020,Hurto (sin violencia),,Versalles,7,10
09/2020,Hurto (sin violencia),,Villa Crespo,52,15
09/2020,Hurto (sin violencia),,Villa Del Parque,23,11
09/2020,Hurto (sin violencia),,Villa Devoto,27,11
09/2020,Hurto (sin violencia),,Villa Gral. Mitre,14,11
09/2020,Hurto (sin violencia),,Villa Lugano,56,8
09/2020,Hurto (sin violencia),,Villa Luro,20,10
09/2020,Hurto (sin violencia),,Villa Ortuzar,9,15
09/2020,Hurto (sin violencia),,Villa Pueyrredón,28,12
09/2020,Hurto (sin violencia),,Villa Real,8,10
09/2020,Hurto (sin violencia),,Villa Riachuelo,10,8
09/2020,Hurto (sin violencia),,Villa Santa Rita,16,11
09/2020,Hurto (sin violencia),,Villa Soldati,25,8
09/2020,Hurto (sin violencia),,Villa Urquiza,46,12
09/2020,Hurto (sin violencia),Hurto Automotor,Almagro,10,5
09/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,7,3
09/2020,Hurto (sin violencia),Hurto Automotor,Barracas,5,4
09/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,2,13
09/2020,Hurto (sin violencia),Hurto Automotor,Boca,2,4
09/2020,Hurto (sin violencia),Hurto Automotor,Boedo,8,5
09/2020,Hurto (sin violencia),Hurto Automotor,Caballito,20,6
09/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2,15
09/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,3,12
09/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,1,13
09/2020,Hurto (sin violencia),Hurto Automotor,Constitución,2,1
09/2020,Hurto (sin violencia),Hurto Automotor,Flores,13,7
09/2020,Hurto (sin violencia),Hurto Automotor,Floresta,1,10
09/2020,Hurto (sin violencia),Hurto Automotor,Liniers,9,9
09/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,13,9
09/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2,1
09/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2,10
09/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,3,4
09/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,1,13
09/2020,Hurto (sin violencia),Hurto Automotor,Palermo,4,14
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,6,9
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,8,7
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,3,15
09/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4,4
09/2020,Hurto (sin violencia),Hurto Automotor,Paternal,2,15
09/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,7,2
09/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2,12
09/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,8,3
09/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,3,1
09/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2,1
09/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,7,10
09/2020,Hurto (sin violencia),Hurto Automotor,Versalles,1,10
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,12,15
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,1,11
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,6,11
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,4,11
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,18,8
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1,10
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,2,15
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,6,12
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1,10
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,6,8
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,4,11
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4,8
09/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,11,12
09/2020,Lesiones,Siniestro Vial,,28,NA
09/2020,Lesiones,Siniestro Vial,Agronomía,5,15
09/2020,Lesiones,Siniestro Vial,Almagro,26,5
09/2020,Lesiones,Siniestro Vial,Balvanera,24,3
09/2020,Lesiones,Siniestro Vial,Barracas,15,4
09/2020,Lesiones,Siniestro Vial,Belgrano,7,13
09/2020,Lesiones,Siniestro Vial,Boca,15,4
09/2020,Lesiones,Siniestro Vial,Boedo,11,5
09/2020,Lesiones,Siniestro Vial,Caballito,18,6
09/2020,Lesiones,Siniestro Vial,Chacarita,11,15
09/2020,Lesiones,Siniestro Vial,Coghlan,1,12
09/2020,Lesiones,Siniestro Vial,Colegiales,3,13
09/2020,Lesiones,Siniestro Vial,Constitución,12,1
09/2020,Lesiones,Siniestro Vial,Flores,25,7
09/2020,Lesiones,Siniestro Vial,Floresta,9,10
09/2020,Lesiones,Siniestro Vial,Liniers,10,9
09/2020,Lesiones,Siniestro Vial,Mataderos,18,9
09/2020,Lesiones,Siniestro Vial,Monserrat,13,1
09/2020,Lesiones,Siniestro Vial,Monte Castro,3,10
09/2020,Lesiones,Siniestro Vial,Nueva Pompeya,14,4
09/2020,Lesiones,Siniestro Vial,Nuñez,3,13
09/2020,Lesiones,Siniestro Vial,Palermo,26,14
09/2020,Lesiones,Siniestro Vial,Parque Avellaneda,11,9
09/2020,Lesiones,Siniestro Vial,Parque Chacabuco,13,7
09/2020,Lesiones,Siniestro Vial,Parque Chas,2,15
09/2020,Lesiones,Siniestro Vial,Parque Patricios,6,4
09/2020,Lesiones,Siniestro Vial,Paternal,4,15
09/2020,Lesiones,Siniestro Vial,Puerto Madero,1,1
09/2020,Lesiones,Siniestro Vial,Recoleta,16,2
09/2020,Lesiones,Siniestro Vial,Retiro,8,1
09/2020,Lesiones,Siniestro Vial,Saavedra,8,12
09/2020,Lesiones,Siniestro Vial,San Cristóbal,14,3
09/2020,Lesiones,Siniestro Vial,San Nicolás,8,1
09/2020,Lesiones,Siniestro Vial,San Telmo,1,1
09/2020,Lesiones,Siniestro Vial,Vélez Sársfield,3,10
09/2020,Lesiones,Siniestro Vial,Versalles,5,10
09/2020,Lesiones,Siniestro Vial,Villa Crespo,20,15
09/2020,Lesiones,Siniestro Vial,Villa Del Parque,9,11
09/2020,Lesiones,Siniestro Vial,Villa Devoto,10,11
09/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,6,11
09/2020,Lesiones,Siniestro Vial,Villa Lugano,14,8
09/2020,Lesiones,Siniestro Vial,Villa Luro,7,10
09/2020,Lesiones,Siniestro Vial,Villa Ortuzar,5,15
09/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,9,12
09/2020,Lesiones,Siniestro Vial,Villa Real,4,10
09/2020,Lesiones,Siniestro Vial,Villa Riachuelo,3,8
09/2020,Lesiones,Siniestro Vial,Villa Santa Rita,12,11
09/2020,Lesiones,Siniestro Vial,Villa Soldati,3,8
09/2020,Lesiones,Siniestro Vial,Villa Urquiza,13,12
09/2020,Robo (con violencia),,,1,NA
09/2020,Robo (con violencia),,Agronomía,1,15
09/2020,Robo (con violencia),,Almagro,114,5
09/2020,Robo (con violencia),,Balvanera,122,3
09/2020,Robo (con violencia),,Barracas,98,4
09/2020,Robo (con violencia),,Belgrano,73,13
09/2020,Robo (con violencia),,Boca,36,4
09/2020,Robo (con violencia),,Boedo,31,5
09/2020,Robo (con violencia),,Caballito,98,6
09/2020,Robo (con violencia),,Chacarita,34,15
09/2020,Robo (con violencia),,Coghlan,11,12
09/2020,Robo (con violencia),,Colegiales,35,13
09/2020,Robo (con violencia),,Constitución,67,1
09/2020,Robo (con violencia),,Flores,120,7
09/2020,Robo (con violencia),,Floresta,26,10
09/2020,Robo (con violencia),,Liniers,33,9
09/2020,Robo (con violencia),,Mataderos,52,9
09/2020,Robo (con violencia),,Monserrat,27,1
09/2020,Robo (con violencia),,Monte Castro,10,10
09/2020,Robo (con violencia),,Nueva Pompeya,41,4
09/2020,Robo (con violencia),,Nuñez,35,13
09/2020,Robo (con violencia),,Palermo,204,14
09/2020,Robo (con violencia),,Parque Avellaneda,43,9
09/2020,Robo (con violencia),,Parque Chacabuco,43,7
09/2020,Robo (con violencia),,Parque Chas,6,15
